HAGR_ID,Organism_Family,Organism_Genus,Organism_Species,Organism_Common_Name,Female_Maturity_in_Days,Male_Maturity_in_Days,Maximum_Longevity_Years,Body_Mass_in_Grams,Temperature_in_Kelvin
635,Aegithalidae,Psaltriparus,minimus,Bushtit,365,365,9.1,5.5,
636,Alaudidae,Alauda,arvensis,Eurasian skylark,365,365,10.1,31.7,
637,Alaudidae,Eremophila,alpestris,Horned lark,365,365,8,26,
638,Alaudidae,Galerida,cristata,Crested lark,365,365,11.6,,
639,Alaudidae,Lullula,arborea,Wood lark,365,365,6,25.5,
640,Bombycillidae,Bombycilla,cedrorum,Cedar waxwing,365,365,8.2,,
641,Bombycillidae,Bombycilla,garrulus,Bohemian waxwing,365,365,13.5,72.5,
642,Calcariidae,Calcarius,lapponicus,Lapland longspur,,,6,,
643,Calcariidae,Calcarius,pictus,Smith's longspur,365,365,5,,
644,Calcariidae,Plectrophenax,hyperboreus,Mckay's bunting,,,4.8,,
645,Calcariidae,Plectrophenax,nivalis,Snow bunting,365,365,9.6,,
646,Cardinalidae,Cardinalis,cardinalis,Northern cardinal,365,365,28.5,41,
647,Cardinalidae,Cardinalis,sinuatus,Pyrrhuloxia,365,365,,32,
648,Cardinalidae,Cyanocompsa,parellina,Blue bunting,,,10.8,,
649,Cardinalidae,Passerina,amoena,Lazuli bunting,365,365,9.9,,
650,Cardinalidae,Passerina,caerulea,Blue grosbeak,365,365,10.2,,
651,Cardinalidae,Passerina,ciris,Painted bunting,365,365,12,,
652,Cardinalidae,Passerina,cyanea,Indigo bunting,365,365,11,,
653,Cardinalidae,Pheucticus,ludovicianus,Rose-breasted grosbeak,365,365,24,,
654,Cardinalidae,Pheucticus,melanocephalus,Black-headed grosbeak,365,365,25,,
655,Cardinalidae,Piranga,ludoviciana,Western tanager,365,365,15.3,,
656,Cardinalidae,Piranga,olivacea,Scarlet tanager,365,365,11.9,,
657,Cardinalidae,Piranga,rubra,Summer tanager,365,365,7.9,,
658,Cardinalidae,Spiza,americana,Dickcissel,365,365,4.8,,
659,Certhiidae,Certhia,americana,American treecreeper,365,365,,,
660,Certhiidae,Certhia,brachydactyla,Short-toed tree-creeper,365,365,,,
661,Certhiidae,Certhia,familiaris,Eurasian treecreeper,365,365,8.2,,
662,Cettiidae,Cettia,cetti,Cetti's warbler,365,365,9.3,,
663,Cinclidae,Cinclus,cinclus,White-throated dipper,365,365,10.6,,
664,Cinclidae,Cinclus,mexicanus,American dipper,365,365,8.1,,
665,Coerebidae,Coereba,flaveola,Bananaquit,,,8.6,,
666,Corcoracidae,Corcorax,melanoramphos,White-winged chough,,,16.3,,
667,Corcoracidae,Struthidea,cinerea,Apostlebird,,,25,,
668,Corvidae,Aphelocoma,californica,Western scrub jay,,,15.8,,
669,Corvidae,Aphelocoma,coerulescens,Scrub jay,365,365,15,,
670,Corvidae,Aphelocoma,insularis,Island scrub jay,365,365,15.3,,
671,Corvidae,Aphelocoma,ultramarina,Mexican jay,,,25,,
672,Corvidae,Coloeus,monedula,Eurasian crow and Eurasian jackdaw,730,730,20.3,,
673,Corvidae,Corvus,brachyrhynchos,American crow,730,730,20,,
674,Corvidae,Corvus,caurinus,Northwestern crow,730,730,16.7,,
675,Corvidae,Corvus,corax,Common raven,1095,1095,69,1203,
676,Corvidae,Corvus,cornix,Hooded crow,,,16.8,,
677,Corvidae,Corvus,corone,Carrion crow,1095,1095,19.2,518,
678,Corvidae,Corvus,coronoides,Australian raven,,,21.8,,
679,Corvidae,Corvus,cryptoleucus,Chihuahuan raven,,,21.8,640,
680,Corvidae,Corvus,frugilegus,Rook,730,730,22.9,390,
681,Corvidae,Corvus,hawaiiensis,Hawaiian crow,730,1460,25,,
682,Corvidae,Corvus,ossifragus,Fish crow,730,730,14.5,,
683,Corvidae,Cyanocitta,cristata,Blue jay,365,365,26.2,,
684,Corvidae,Cyanocitta,stelleri,Steller's jay,365,365,16.1,,
685,Corvidae,Cyanocorax,caeruleus,Azure jay,,,36,,
686,Corvidae,Cyanocorax,yncas,Green jay,365,365,,,
687,Corvidae,Garrulus,glandarius,Eurasian jay,365,365,17.9,153,
688,Corvidae,Gymnorhinus,cyanocephalus,Pinyon jay,365,365,14.6,,
689,Corvidae,Nucifraga,caryocatactes,Spotted nutcracker,365,365,16.2,147,
690,Corvidae,Nucifraga,columbiana,Clark's nutcracker,365,365,17.4,,
691,Corvidae,Perisoreus,canadensis,Gray jay,365,365,19.2,,
692,Corvidae,Perisoreus,infaustus,Siberian jay,,,17.9,,
693,Corvidae,Pica,hudsonia,Black-billed magpie,365,730,20,158.9,
694,Corvidae,Pica,nuttalli,Yellow-billed magpie,365,365,10,151.9,
695,Corvidae,Pica,pica,Eurasian magpie,730,730,21.7,,
696,Corvidae,Pyrrhocorax,graculus,Alpine chough,1095,1095,24.4,,
697,Corvidae,Pyrrhocorax,pyrrhocorax,Red-billed chough,730,730,20.3,,
698,Cotingidae,Rupicola,rupicola,Guianan cock-of-the-rock,,,7,,
699,Emberizidae,Aimophila,ruficeps,Rufous-crowned sparrow,365,365,5.1,,
700,Emberizidae,Ammodramus,bairdii,Baird's sparrow,,,,,
701,Emberizidae,Ammodramus,caudacutus,Saltmarsh sharp-tailed sparrow,365,365,10,,
702,Emberizidae,Ammodramus,henslowii,Henslow's sparrow,,,6.5,,
703,Emberizidae,Ammodramus,leconteii,Le Conte's sparrow,,,4.1,,
